121,148
262,338
6,8
13,17
10,14
14,14
13,16
9,11
15,17
18,15
15,17
16,20
17,19
21,21
21,17
20,18
23,21
16,25
22,29
15,17
11,14
11,14
12,15
49,35
55,43
43,25
40,35
62,40
34,43
36,30
33,28
45,32
32,36
16,18
16,18
16,15
12,12
14,20
15,22
14,17
51,59
13,20
16,13
13,21
14,16
15,14
16,21
16,20
13,16
51,58
11,15
54,48
15,20
14,20
15,19
14,15
11,17
16,15
12,20
14,13
12,17
14,16
11,14
17,14
17,17
11,10
12,13
12,13
5,9
14,24
4,7
14,22
16,20
12,19
14,20
15,18
12,16
12,13
14,21
12,19
9,12
9,12
15,21
7,11
10,16
18,18
17,20
16,22
16,21
14,16
19,19
13,19
15,26
13,21
16,23
14,21
30,31
24,27
20,27
24,25
30,36
19,22
18,19
17,23
12,19
19,19
14,19
14,21
19,22
16,25
18,21
17,25
16,18
20,29
17,26
18,19
17,17
14,21
13,20
29,28
27,28
40,43
18,24
15,17
16,18
14,19
13,18
14,21
18,22
14,20
17,25
20,22
16,24
17,24
20,22
16,23
32,38
28,31
16,22
20,22
17,20
22,28
16,20
17,24
14,22
16,25
17,18
15,21
15,21
22,24
17,23
23,28
25,31
22,29
26,33
28,30
25,33
29,37
11,17
16,22
20,22
22,29
23,31
21,29
11,29
27,29
16,22
30,39
20,29
29,41
28,36
26,37
27,36
22,24
37,47
37,41
35,42
22,31
28,35
24,28
26,42
32,50
41,52
35,44
31,44
32,48
24,50
14,21
16,24
13,17
21,16
24,28
23,27
23,19
24,19
23,15
25,18
13,15
13,17
13,27
16,28
29,34
19,39
22,47
30,35
21,25
22,27
37,53
36,50
28,47
21,24
13,20
17,20
18,26
29,47
16,38
7,11
13,21
10,19
26,41
36,39
25,31
33,34
29,31
26,44
48,57
48,61
45,57
29,35
52,54
33,37
29,34
18,29
17,22
12,20
12,20
17,20
18,21
15,20
10,14
13,15
21,20
16,15
54,73
58,72
58,73
53,71
56,81
55,77
17,20
24,26
17,17
22,33
18,28
52,77
42,71
66,89
33,58
17,23
24,33
20,27
23,29
18,27
26,35
22,32
22,29
26,35
26,30
27,29
31,39
36,42
33,38
37,36
32,37
24,33
28,34
24,27
23,23
24,28
20,23
5,8
4,7
3,4
6,7
5,7
4,3
9,9
9,13
9,11
9,11
10,12
9,13
8,12
9,11
9,12
8,11
8,10
9,12
9,11
9,12
9,13
8,12
8,13
8,11
9,14
8,12
9,13
9,13
10,13
9,10
7,10
9,12
7,10
11,14
8,14
9,12
10,11
9,12
8,11
9,13
8,11
8,13
8,12
9,14
10,12
10,13
8,11
9,15
9,13
8,14
11,19
9,12
7,11
9,12
8,12
8,11
8,12
8,11
7,11
8,11
6,11
8,11
9,12
10,11
8,11
10,13
9,12
9,13
7,11
10,15
9,12
9,11
9,10
9,13
9,11
10,14
9,12
8,13
8,12
9,12
8,12
8,12
9,11
9,12
10,12
9,13
8,11
8,13
9,11
8,11
11,14
9,10
9,12
7,11
9,13
9,13
10,13
8,11
8,12
8,12
8,12
8,12
7,14
9,13
9,15
8,14
8,13
10,14
10,12
11,15
9,11
8,10
9,12
8,10
6,11
8,9
9,12
9,11
8,12
8,12
8,9
9,12
8,12
8,12
8,12
8,12
8,11
30,38
29,39
27,34
25,32
30,32
19,20
15,20
14,17
29,37
7,12
7,9
6,10
6,11
24,35
18,23
10,14
31,36
11,14
7,8
15,19
16,26
7,11
18,30
23,39
48,56
18,25
18,18
13,16
20,23
17,18
21,23
16,25
21,23
20,19
19,23
22,32
15,17
17,22
21,31
17,30
10,14
15,21
30,43
23,30
24,36
44,57
45,54
37,56
37,43
40,52
23,40
43,56
22,30
13,15
21,34
16,15
38,55
45,60
33,47
40,46
50,64
35,48
50,62
43,54
44,48
8,12
10,10
12,13
10,13
8,12
5,7
11,12
9,13
10,10
9,14
20,38
21,29
27,40
25,36
30,41
28,41
27,33
32,42
32,46
38,45
39,33
33,41
29,35
13,23
19,28
8,18
9,18
26,39
18,21
38,42
30,38
18,26
6,10
9,13
8,9
8,12
7,10
5,10
5,15
8,13
14,16
11,14
9,9
9,13
12,15
9,16
9,14
11,13
5,13
10,13
7,11
7,11
8,10
17,17
12,15
9,16
8,12
5,10
8,12
12,14
10,14
11,13
13,16
12,15
10,12
12,16
10,16
11,14
12,15
11,12
14,15
10,13
8,7
13,16
11,13
7,15
13,16
9,14
11,15
7,11
13,14
10,13
10,15
12,16
6,10
7,9
10,17
14,15
9,13
8,16
11,14
10,14
12,15
9,12
9,11
9,14
10,15
8,15
9,11
7,10
9,12
6,11
7,10
6,12
8,13
9,13
10,14
9,12
8,13
6,12
7,12
7,11
8,10
7,13
6,10
8,12
8,17
8,15
9,14
9,17
9,14
5,12
9,15
9,12
9,12
7,13
9,13
9,11
9,14
7,13
8,13
8,17
9,15
7,12
7,13
12,15
13,19
10,16
8,16
9,15
12,9
8,11
11,14
8,16
12,16
12,17
12,16
10,15
14,17
10,16
10,13
10,13
11,16
9,13
11,13
9,11
12,16
11,15
11,14
13,15
13,15
11,13
14,17
11,15
13,16
11,11
10,14
10,14
9,15
5,10
7,9
7,10
7,10
8,12
6,11
8,13
10,14
